: physical|物質
積水 水 保留地 土|土地|地|陸|陸地
主力 大人物 大動脈 動脈
主力 要人 大動脈 動脈
主力 要員 大動脈 動脈
主力 顯要 大動脈 動脈
主力 大人物 主峰 山峰|山巔|山頭|頂峰
主力 要人 主峰 山峰|山巔|山頭|頂峰
主力 要員 主峰 山峰|山巔|山頭|頂峰
主力 顯要 主峰 山峰|山巔|山頭|頂峰
主力 大人物 本島 島|島嶼
主力 要人 本島 島|島嶼
主力 要員 本島 島|島嶼
主力 顯要 本島 島|島嶼
主力 大人物 大菜 滷菜|菜|菜餚
主力 要人 大菜 滷菜|菜|菜餚
主力 要員 大菜 滷菜|菜|菜餚
主力 顯要 大菜 滷菜|菜|菜餚
主力 大人物 主菜 滷菜|菜|菜餚
主力 要人 主菜 滷菜|菜|菜餚
主力 要員 主菜 滷菜|菜|菜餚
主力 顯要 主菜 滷菜|菜|菜餚
主力 大人物 代表作 作品|創作
主力 要人 代表作 作品|創作
主力 要員 代表作 作品|創作
主力 顯要 代表作 作品|創作
主力 大人物 大門 門|門兒
主力 要人 大門 門|門兒
主力 要員 大門 門|門兒
主力 顯要 大門 門|門兒
主力 大人物 中心線 公路
主力 要人 中心線 公路
主力 要員 中心線 公路
主力 顯要 中心線 公路
主力 大人物 幹道 公路
主力 要人 幹道 公路
主力 要員 幹道 公路
主力 顯要 幹道 公路
主力 大人物 幹線 公路
主力 要人 幹線 公路
主力 要員 幹線 公路
主力 顯要 幹線 公路
主力 大人物 主線 路|道|道路|馬路
主力 要人 主線 路|道|道路|馬路
主力 要員 主線 路|道|道路|馬路
主力 顯要 主線 路|道|道路|馬路
主力 大人物 總廠 工場|工廠|廠|廠房|製造廠
主力 要人 總廠 工場|工廠|廠|廠房|製造廠
主力 要員 總廠 工場|工廠|廠|廠房|製造廠
主力 顯要 總廠 工場|工廠|廠|廠房|製造廠
主力 大人物 總店 商家|商店|店|店舖|門市
主力 要人 總店 商家|商店|店|店舖|門市
主力 要員 總店 商家|商店|店|店舖|門市
主力 顯要 總店 商家|商店|店|店舖|門市
主力 大人物 總機 話機|電話|電話機
主力 要人 總機 話機|電話|電話機
主力 要員 總機 話機|電話|電話機
主力 顯要 總機 話機|電話|電話機
主力 大人物 主食 食品
主力 要人 主食 食品
主力 要員 主食 食品
主力 顯要 主食 食品
主力 大人物 大街 路|道|道路|馬路
主力 要人 大街 路|道|道路|馬路
主力 要員 大街 路|道|道路|馬路
主力 顯要 大街 路|道|道路|馬路
主力 大人物 大道 路|道|道路|馬路
主力 要人 大道 路|道|道路|馬路
主力 要員 大道 路|道|道路|馬路
主力 顯要 大道 路|道|道路|馬路
主力 大人物 要道 路|道|道路|馬路
主力 要人 要道 路|道|道路|馬路
主力 要員 要道 路|道|道路|馬路
主力 顯要 要道 路|道|道路|馬路
族長 老大 族人 人民|全民|國人|民間|老百姓
族長 領導 族人 人民|全民|國人|民間|老百姓
族長 領導人 族人 人民|全民|國人|民間|老百姓
族長 領袖 族人 人民|全民|國人|民間|老百姓
族長 頭兒 族人 人民|全民|國人|民間|老百姓
族長 頭子 族人 人民|全民|國人|民間|老百姓
族長 頭目 族人 人民|全民|國人|民間|老百姓
族長 首腦 族人 人民|全民|國人|民間|老百姓
族長 首領 族人 人民|全民|國人|民間|老百姓
督察長 老大 監事 上司|上級|長官
督察長 領導 監事 上司|上級|長官
督察長 領導人 監事 上司|上級|長官
督察長 領袖 監事 上司|上級|長官
督察長 頭兒 監事 上司|上級|長官
督察長 頭子 監事 上司|上級|長官
督察長 頭目 監事 上司|上級|長官
督察長 首腦 監事 上司|上級|長官
督察長 首領 監事 上司|上級|長官
督察長 老大 監理 上司|上級|長官
督察長 領導 監理 上司|上級|長官
督察長 領導人 監理 上司|上級|長官
督察長 領袖 監理 上司|上級|長官
督察長 頭兒 監理 上司|上級|長官
督察長 頭子 監理 上司|上級|長官
督察長 頭目 監理 上司|上級|長官
督察長 首腦 監理 上司|上級|長官
督察長 首領 監理 上司|上級|長官
督察長 老大 監督 公務人員|公務員|公職人員|官員
督察長 領導 監督 公務人員|公務員|公職人員|官員
督察長 領導人 監督 公務人員|公務員|公職人員|官員
督察長 領袖 監督 公務人員|公務員|公職人員|官員
督察長 頭兒 監督 公務人員|公務員|公職人員|官員
督察長 頭子 監督 公務人員|公務員|公職人員|官員
督察長 頭目 監督 公務人員|公務員|公職人員|官員
督察長 首腦 監督 公務人員|公務員|公職人員|官員
督察長 首領 監督 公務人員|公務員|公職人員|官員
督察長 老大 督察 人|人兒|人類
督察長 領導 督察 人|人兒|人類
督察長 領導人 督察 人|人兒|人類
督察長 領袖 督察 人|人兒|人類
督察長 頭兒 督察 人|人兒|人類
督察長 頭子 督察 人|人兒|人類
督察長 頭目 督察 人|人兒|人類
督察長 首腦 督察 人|人兒|人類
督察長 首領 督察 人|人兒|人類
督察長 老大 督導 人|人兒|人類
督察長 領導 督導 人|人兒|人類
督察長 領導人 督導 人|人兒|人類
督察長 領袖 督導 人|人兒|人類
督察長 頭兒 督導 人|人兒|人類
督察長 頭子 督導 人|人兒|人類
督察長 頭目 督導 人|人兒|人類
督察長 首腦 督導 人|人兒|人類
督察長 首領 督導 人|人兒|人類
督察長 老大 監察人 人|人兒|人類
督察長 領導 監察人 人|人兒|人類
督察長 領導人 監察人 人|人兒|人類
督察長 領袖 監察人 人|人兒|人類
督察長 頭兒 監察人 人|人兒|人類
督察長 頭子 監察人 人|人兒|人類
督察長 頭目 監察人 人|人兒|人類
督察長 首腦 監察人 人|人兒|人類
督察長 首領 監察人 人|人兒|人類
活佛 老大 佛教徒 信徒|信眾|教徒
活佛 領導 佛教徒 信徒|信眾|教徒
活佛 領導人 佛教徒 信徒|信眾|教徒
活佛 領袖 佛教徒 信徒|信眾|教徒
活佛 頭兒 佛教徒 信徒|信眾|教徒
活佛 頭子 佛教徒 信徒|信眾|教徒
活佛 頭目 佛教徒 信徒|信眾|教徒
活佛 首腦 佛教徒 信徒|信眾|教徒
活佛 首領 佛教徒 信徒|信眾|教徒
活佛 老大 佛寺 僧院|寺|寺廟|寺院|廟|廟宇
活佛 領導 佛寺 僧院|寺|寺廟|寺院|廟|廟宇
活佛 領導人 佛寺 僧院|寺|寺廟|寺院|廟|廟宇
活佛 領袖 佛寺 僧院|寺|寺廟|寺院|廟|廟宇
活佛 頭兒 佛寺 僧院|寺|寺廟|寺院|廟|廟宇
活佛 頭子 佛寺 僧院|寺|寺廟|寺院|廟|廟宇
活佛 頭目 佛寺 僧院|寺|寺廟|寺院|廟|廟宇
活佛 首腦 佛寺 僧院|寺|寺廟|寺院|廟|廟宇
活佛 首領 佛寺 僧院|寺|寺廟|寺院|廟|廟宇
活佛 老大 禪寺 僧院|寺|寺廟|寺院|廟|廟宇
活佛 領導 禪寺 僧院|寺|寺廟|寺院|廟|廟宇
活佛 領導人 禪寺 僧院|寺|寺廟|寺院|廟|廟宇
活佛 領袖 禪寺 僧院|寺|寺廟|寺院|廟|廟宇
活佛 頭兒 禪寺 僧院|寺|寺廟|寺院|廟|廟宇
活佛 頭子 禪寺 僧院|寺|寺廟|寺院|廟|廟宇
活佛 頭目 禪寺 僧院|寺|寺廟|寺院|廟|廟宇
活佛 首腦 禪寺 僧院|寺|寺廟|寺院|廟|廟宇
活佛 首領 禪寺 僧院|寺|寺廟|寺院|廟|廟宇
活佛 老大 缽 碗
活佛 領導 缽 碗
活佛 領導人 缽 碗
活佛 領袖 缽 碗
活佛 頭兒 缽 碗
活佛 頭子 缽 碗
活佛 頭目 缽 碗
活佛 首腦 缽 碗
活佛 首領 缽 碗
活佛 老大 舍利 寶|寶物|寶藏|寶貝|珍寶|至寶
活佛 領導 舍利 寶|寶物|寶藏|寶貝|珍寶|至寶
活佛 領導人 舍利 寶|寶物|寶藏|寶貝|珍寶|至寶
活佛 領袖 舍利 寶|寶物|寶藏|寶貝|珍寶|至寶
活佛 頭兒 舍利 寶|寶物|寶藏|寶貝|珍寶|至寶
活佛 頭子 舍利 寶|寶物|寶藏|寶貝|珍寶|至寶
活佛 頭目 舍利 寶|寶物|寶藏|寶貝|珍寶|至寶
活佛 首腦 舍利 寶|寶物|寶藏|寶貝|珍寶|至寶
活佛 首領 舍利 寶|寶物|寶藏|寶貝|珍寶|至寶
活佛 老大 佛典 典籍|經典
活佛 領導 佛典 典籍|經典
活佛 領導人 佛典 典籍|經典
活佛 領袖 佛典 典籍|經典
活佛 頭兒 佛典 典籍|經典
活佛 頭子 佛典 典籍|經典
活佛 頭目 佛典 典籍|經典
活佛 首腦 佛典 典籍|經典
活佛 首領 佛典 典籍|經典
活佛 老大 佛經 典籍|經典
活佛 領導 佛經 典籍|經典
活佛 領導人 佛經 典籍|經典
活佛 領袖 佛經 典籍|經典
活佛 頭兒 佛經 典籍|經典
活佛 頭子 佛經 典籍|經典
活佛 頭目 佛經 典籍|經典
活佛 首腦 佛經 典籍|經典
活佛 首領 佛經 典籍|經典
活佛 老大 經論 典籍|經典
活佛 領導 經論 典籍|經典
活佛 領導人 經論 典籍|經典
活佛 領袖 經論 典籍|經典
活佛 頭兒 經論 典籍|經典
活佛 頭子 經論 典籍|經典
活佛 頭目 經論 典籍|經典
活佛 首腦 經論 典籍|經典
活佛 首領 經論 典籍|經典
法王 老大 宗教家 內行人|專家|專才|行家
法王 領導 宗教家 內行人|專家|專才|行家
法王 領導人 宗教家 內行人|專家|專才|行家
法王 領袖 宗教家 內行人|專家|專才|行家
法王 頭兒 宗教家 內行人|專家|專才|行家
法王 頭子 宗教家 內行人|專家|專才|行家
法王 頭目 宗教家 內行人|專家|專才|行家
法王 首腦 宗教家 內行人|專家|專才|行家
法王 首領 宗教家 內行人|專家|專才|行家
法王 老大 神棍 騙子
法王 領導 神棍 騙子
法王 領導人 神棍 騙子
法王 領袖 神棍 騙子
法王 頭兒 神棍 騙子
法王 頭子 神棍 騙子
法王 頭目 神棍 騙子
法王 首腦 神棍 騙子
法王 首領 神棍 騙子
法王 老大 聖像 塑像|雕像|雕刻|雕塑|雕飾
法王 領導 聖像 塑像|雕像|雕刻|雕塑|雕飾
法王 領導人 聖像 塑像|雕像|雕刻|雕塑|雕飾
法王 領袖 聖像 塑像|雕像|雕刻|雕塑|雕飾
法王 頭兒 聖像 塑像|雕像|雕刻|雕塑|雕飾
法王 頭子 聖像 塑像|雕像|雕刻|雕塑|雕飾
法王 頭目 聖像 塑像|雕像|雕刻|雕塑|雕飾
法王 首腦 聖像 塑像|雕像|雕刻|雕塑|雕飾
法王 首領 聖像 塑像|雕像|雕刻|雕塑|雕飾
法王 老大 齋 素菜|素食
法王 領導 齋 素菜|素食
法王 領導人 齋 素菜|素食
法王 領袖 齋 素菜|素食
法王 頭兒 齋 素菜|素食
法王 頭子 齋 素菜|素食
法王 頭目 齋 素菜|素食
法王 首腦 齋 素菜|素食
法王 首領 齋 素菜|素食
法王 老大 法器 器具|器材|器物
法王 領導 法器 器具|器材|器物
法王 領導人 法器 器具|器材|器物
法王 領袖 法器 器具|器材|器物
法王 頭兒 法器 器具|器材|器物
法王 頭子 法器 器具|器材|器物
法王 頭目 法器 器具|器材|器物
法王 首腦 法器 器具|器材|器物
法王 首領 法器 器具|器材|器物
法王 老大 神鐘 樂器
法王 領導 神鐘 樂器
法王 領導人 神鐘 樂器
法王 領袖 神鐘 樂器
法王 頭兒 神鐘 樂器
法王 頭子 神鐘 樂器
法王 頭目 神鐘 樂器
法王 首腦 神鐘 樂器
法王 首領 神鐘 樂器
法王 老大 磬 樂器
法王 領導 磬 樂器
法王 領導人 磬 樂器
法王 領袖 磬 樂器
法王 頭兒 磬 樂器
法王 頭子 磬 樂器
法王 頭目 磬 樂器
法王 首腦 磬 樂器
法王 首領 磬 樂器
法王 老大 符 工具|用具|用品
法王 領導 符 工具|用具|用品
法王 領導人 符 工具|用具|用品
法王 領袖 符 工具|用具|用品
法王 頭兒 符 工具|用具|用品
法王 頭子 符 工具|用具|用品
法王 頭目 符 工具|用具|用品
法王 首腦 符 工具|用具|用品
法王 首領 符 工具|用具|用品
法王 老大 寺 設備|設施
法王 領導 寺 設備|設施
法王 領導人 寺 設備|設施
法王 領袖 寺 設備|設施
法王 頭兒 寺 設備|設施
法王 頭子 寺 設備|設施
法王 頭目 寺 設備|設施
法王 首腦 寺 設備|設施
法王 首領 寺 設備|設施
法王 老大 寺院 設備|設施
法王 領導 寺院 設備|設施
法王 領導人 寺院 設備|設施
法王 領袖 寺院 設備|設施
法王 頭兒 寺院 設備|設施
法王 頭子 寺院 設備|設施
法王 頭目 寺院 設備|設施
法王 首腦 寺院 設備|設施
法王 首領 寺院 設備|設施
法王 老大 寺廟 設備|設施
法王 領導 寺廟 設備|設施
法王 領導人 寺廟 設備|設施
法王 領袖 寺廟 設備|設施
法王 頭兒 寺廟 設備|設施
法王 頭子 寺廟 設備|設施
法王 頭目 寺廟 設備|設施
法王 首腦 寺廟 設備|設施
法王 首領 寺廟 設備|設施
法王 老大 城隍廟 設備|設施
法王 領導 城隍廟 設備|設施
法王 領導人 城隍廟 設備|設施
法王 領袖 城隍廟 設備|設施
法王 頭兒 城隍廟 設備|設施
法王 頭子 城隍廟 設備|設施
法王 頭目 城隍廟 設備|設施
法王 首腦 城隍廟 設備|設施
法王 首領 城隍廟 設備|設施
法王 老大 修道院 設備|設施
法王 領導 修道院 設備|設施
法王 領導人 修道院 設備|設施
法王 領袖 修道院 設備|設施
法王 頭兒 修道院 設備|設施
法王 頭子 修道院 設備|設施
法王 頭目 修道院 設備|設施
法王 首腦 修道院 設備|設施
法王 首領 修道院 設備|設施
法王 老大 神廟 設備|設施
法王 領導 神廟 設備|設施
法王 領導人 神廟 設備|設施
法王 領袖 神廟 設備|設施
法王 頭兒 神廟 設備|設施
法王 頭子 神廟 設備|設施
法王 頭目 神廟 設備|設施
法王 首腦 神廟 設備|設施
法王 首領 神廟 設備|設施
法王 老大 僧院 設備|設施
法王 領導 僧院 設備|設施
法王 領導人 僧院 設備|設施
法王 領袖 僧院 設備|設施
法王 頭兒 僧院 設備|設施
法王 頭子 僧院 設備|設施
法王 頭目 僧院 設備|設施
法王 首腦 僧院 設備|設施
法王 首領 僧院 設備|設施
法王 老大 廟 設備|設施
法王 領導 廟 設備|設施
法王 領導人 廟 設備|設施
法王 領袖 廟 設備|設施
法王 頭兒 廟 設備|設施
法王 頭子 廟 設備|設施
法王 頭目 廟 設備|設施
法王 首腦 廟 設備|設施
法王 首領 廟 設備|設施
法王 老大 廟方 設備|設施
法王 領導 廟方 設備|設施
法王 領導人 廟方 設備|設施
法王 領袖 廟方 設備|設施
法王 頭兒 廟方 設備|設施
法王 頭子 廟方 設備|設施
法王 頭目 廟方 設備|設施
法王 首腦 廟方 設備|設施
法王 首領 廟方 設備|設施
法王 老大 廟宇 設備|設施
法王 領導 廟宇 設備|設施
法王 領導人 廟宇 設備|設施
法王 領袖 廟宇 設備|設施
法王 頭兒 廟宇 設備|設施
法王 頭子 廟宇 設備|設施
法王 頭目 廟宇 設備|設施
法王 首腦 廟宇 設備|設施
法王 首領 廟宇 設備|設施
暴君 君主 野人 人|人兒|人類
暴君 君王 野人 人|人兒|人類
暴君 國君 野人 人|人兒|人類
暴君 國王 野人 人|人兒|人類
暴君 王 野人 人|人兒|人類
暴君 君主 野蠻人 人|人兒|人類
暴君 君王 野蠻人 人|人兒|人類
暴君 國君 野蠻人 人|人兒|人類
暴君 國王 野蠻人 人|人兒|人類
暴君 王 野蠻人 人|人兒|人類
暴君 君主 花臉 角|角色
暴君 君王 花臉 角|角色
暴君 國君 花臉 角|角色
暴君 國王 花臉 角|角色
暴君 王 花臉 角|角色
昏君 君主 笨蛋 人|人兒|人類
昏君 君王 笨蛋 人|人兒|人類
昏君 國君 笨蛋 人|人兒|人類
昏君 國王 笨蛋 人|人兒|人類
昏君 王 笨蛋 人|人兒|人類
昏君 君主 傻子 人|人兒|人類
昏君 君王 傻子 人|人兒|人類
昏君 國君 傻子 人|人兒|人類
昏君 國王 傻子 人|人兒|人類
昏君 王 傻子 人|人兒|人類
昏君 君主 傻瓜 人|人兒|人類
昏君 君王 傻瓜 人|人兒|人類
昏君 國君 傻瓜 人|人兒|人類
昏君 國王 傻瓜 人|人兒|人類
昏君 王 傻瓜 人|人兒|人類
昏君 君主 愚人 人|人兒|人類
昏君 君王 愚人 人|人兒|人類
昏君 國君 愚人 人|人兒|人類
昏君 國王 愚人 人|人兒|人類
昏君 王 愚人 人|人兒|人類
昏君 君主 豬頭 人|人兒|人類
昏君 君王 豬頭 人|人兒|人類
昏君 國君 豬頭 人|人兒|人類
昏君 國王 豬頭 人|人兒|人類
昏君 王 豬頭 人|人兒|人類
昏君 君主 白癡 人|人兒|人類
昏君 君王 白癡 人|人兒|人類
昏君 國君 白癡 人|人兒|人類
昏君 國王 白癡 人|人兒|人類
昏君 王 白癡 人|人兒|人類
昏君 君主 呆子 人|人兒|人類
昏君 君王 呆子 人|人兒|人類
昏君 國君 呆子 人|人兒|人類
昏君 國王 呆子 人|人兒|人類
昏君 王 呆子 人|人兒|人類
天皇 君主 日商 商人|業者|生意人
天皇 君王 日商 商人|業者|生意人
天皇 國君 日商 商人|業者|生意人
天皇 國王 日商 商人|業者|生意人
天皇 王 日商 商人|業者|生意人
天皇 君主 和服 服裝|服飾|衣服|衣物|衣褲
天皇 君王 和服 服裝|服飾|衣服|衣物|衣褲
天皇 國君 和服 服裝|服飾|衣服|衣物|衣褲
天皇 國王 和服 服裝|服飾|衣服|衣物|衣褲
天皇 王 和服 服裝|服飾|衣服|衣物|衣褲
天皇 君主 神社 僧院|寺|寺廟|寺院|廟|廟宇
天皇 君王 神社 僧院|寺|寺廟|寺院|廟|廟宇
天皇 國君 神社 僧院|寺|寺廟|寺院|廟|廟宇
天皇 國王 神社 僧院|寺|寺廟|寺院|廟|廟宇
天皇 王 神社 僧院|寺|寺廟|寺院|廟|廟宇
天皇 君主 武士刀 刀劍|劍
天皇 君王 武士刀 刀劍|劍
天皇 國君 武士刀 刀劍|劍
天皇 國王 武士刀 刀劍|劍
天皇 王 武士刀 刀劍|劍
日皇 君主 日商 商人|業者|生意人
日皇 君王 日商 商人|業者|生意人
日皇 國君 日商 商人|業者|生意人
日皇 國王 日商 商人|業者|生意人
日皇 王 日商 商人|業者|生意人
日皇 君主 和服 服裝|服飾|衣服|衣物|衣褲
日皇 君王 和服 服裝|服飾|衣服|衣物|衣褲
日皇 國君 和服 服裝|服飾|衣服|衣物|衣褲
日皇 國王 和服 服裝|服飾|衣服|衣物|衣褲
日皇 王 和服 服裝|服飾|衣服|衣物|衣褲
日皇 君主 神社 僧院|寺|寺廟|寺院|廟|廟宇
日皇 君王 神社 僧院|寺|寺廟|寺院|廟|廟宇
日皇 國君 神社 僧院|寺|寺廟|寺院|廟|廟宇
日皇 國王 神社 僧院|寺|寺廟|寺院|廟|廟宇
日皇 王 神社 僧院|寺|寺廟|寺院|廟|廟宇
日皇 君主 武士刀 刀劍|劍
日皇 君王 武士刀 刀劍|劍
日皇 國君 武士刀 刀劍|劍
日皇 國王 武士刀 刀劍|劍
日皇 王 武士刀 刀劍|劍
霸主 君主 霸王 人|人兒|人類
霸主 君王 霸王 人|人兒|人類
霸主 國君 霸王 人|人兒|人類
霸主 國王 霸王 人|人兒|人類
霸主 王 霸王 人|人兒|人類
霸主 君主 惡霸 壞人|壞蛋|惡人
霸主 君王 惡霸 壞人|壞蛋|惡人
霸主 國君 惡霸 壞人|壞蛋|惡人
霸主 國王 惡霸 壞人|壞蛋|惡人
霸主 王 惡霸 壞人|壞蛋|惡人
明王 君主 上智 完人|聖|聖人|聖哲|聖者|聖賢|賢|賢人|賢士|賢良|賢達|高士
明王 君王 上智 完人|聖|聖人|聖哲|聖者|聖賢|賢|賢人|賢士|賢良|賢達|高士
明王 國君 上智 完人|聖|聖人|聖哲|聖者|聖賢|賢|賢人|賢士|賢良|賢達|高士
明王 國王 上智 完人|聖|聖人|聖哲|聖者|聖賢|賢|賢人|賢士|賢良|賢達|高士
明王 王 上智 完人|聖|聖人|聖哲|聖者|聖賢|賢|賢人|賢士|賢良|賢達|高士
明王 君主 天才 完人|聖|聖人|聖哲|聖者|聖賢|賢|賢人|賢士|賢良|賢達|高士
明王 君王 天才 完人|聖|聖人|聖哲|聖者|聖賢|賢|賢人|賢士|賢良|賢達|高士
明王 國君 天才 完人|聖|聖人|聖哲|聖者|聖賢|賢|賢人|賢士|賢良|賢達|高士
明王 國王 天才 完人|聖|聖人|聖哲|聖者|聖賢|賢|賢人|賢士|賢良|賢達|高士
明王 王 天才 完人|聖|聖人|聖哲|聖者|聖賢|賢|賢人|賢士|賢良|賢達|高士
明王 君主 智者 完人|聖|聖人|聖哲|聖者|聖賢|賢|賢人|賢士|賢良|賢達|高士
明王 君王 智者 完人|聖|聖人|聖哲|聖者|聖賢|賢|賢人|賢士|賢良|賢達|高士
明王 國君 智者 完人|聖|聖人|聖哲|聖者|聖賢|賢|賢人|賢士|賢良|賢達|高士
明王 國王 智者 完人|聖|聖人|聖哲|聖者|聖賢|賢|賢人|賢士|賢良|賢達|高士
明王 王 智者 完人|聖|聖人|聖哲|聖者|聖賢|賢|賢人|賢士|賢良|賢達|高士
聖主 君主 上智 完人|聖|聖人|聖哲|聖者|聖賢|賢|賢人|賢士|賢良|賢達|高士
聖主 君王 上智 完人|聖|聖人|聖哲|聖者|聖賢|賢|賢人|賢士|賢良|賢達|高士
聖主 國君 上智 完人|聖|聖人|聖哲|聖者|聖賢|賢|賢人|賢士|賢良|賢達|高士
聖主 國王 上智 完人|聖|聖人|聖哲|聖者|聖賢|賢|賢人|賢士|賢良|賢達|高士
聖主 王 上智 完人|聖|聖人|聖哲|聖者|聖賢|賢|賢人|賢士|賢良|賢達|高士
聖主 君主 天才 完人|聖|聖人|聖哲|聖者|聖賢|賢|賢人|賢士|賢良|賢達|高士
聖主 君王 天才 完人|聖|聖人|聖哲|聖者|聖賢|賢|賢人|賢士|賢良|賢達|高士
聖主 國君 天才 完人|聖|聖人|聖哲|聖者|聖賢|賢|賢人|賢士|賢良|賢達|高士
聖主 國王 天才 完人|聖|聖人|聖哲|聖者|聖賢|賢|賢人|賢士|賢良|賢達|高士
聖主 王 天才 完人|聖|聖人|聖哲|聖者|聖賢|賢|賢人|賢士|賢良|賢達|高士
聖主 君主 智者 完人|聖|聖人|聖哲|聖者|聖賢|賢|賢人|賢士|賢良|賢達|高士
聖主 君王 智者 完人|聖|聖人|聖哲|聖者|聖賢|賢|賢人|賢士|賢良|賢達|高士
聖主 國君 智者 完人|聖|聖人|聖哲|聖者|聖賢|賢|賢人|賢士|賢良|賢達|高士
聖主 國王 智者 完人|聖|聖人|聖哲|聖者|聖賢|賢|賢人|賢士|賢良|賢達|高士
聖主 王 智者 完人|聖|聖人|聖哲|聖者|聖賢|賢|賢人|賢士|賢良|賢達|高士
皇上 君主 尊者 僧|僧人|僧侶|和尚|喇嘛|法師
皇上 君王 尊者 僧|僧人|僧侶|和尚|喇嘛|法師
皇上 國君 尊者 僧|僧人|僧侶|和尚|喇嘛|法師
皇上 國王 尊者 僧|僧人|僧侶|和尚|喇嘛|法師
皇上 王 尊者 僧|僧人|僧侶|和尚|喇嘛|法師
皇上 君主 道長 師公|道人|道士
皇上 君王 道長 師公|道人|道士
皇上 國君 道長 師公|道人|道士
皇上 國王 道長 師公|道人|道士
皇上 王 道長 師公|道人|道士
皇上 君主 太夫人 娘|媽|媽咪|媽媽|母|母親|老媽|阿母
皇上 君王 太夫人 娘|媽|媽咪|媽媽|母|母親|老媽|阿母
皇上 國君 太夫人 娘|媽|媽咪|媽媽|母|母親|老媽|阿母
皇上 國王 太夫人 娘|媽|媽咪|媽媽|母|母親|老媽|阿母
皇上 王 太夫人 娘|媽|媽咪|媽媽|母|母親|老媽|阿母
皇上 君主 太座 妻|妻子|愛妻|牽手|老婆
皇上 君王 太座 妻|妻子|愛妻|牽手|老婆
皇上 國君 太座 妻|妻子|愛妻|牽手|老婆
皇上 國王 太座 妻|妻子|愛妻|牽手|老婆
皇上 王 太座 妻|妻子|愛妻|牽手|老婆
皇上 君主 娘子 太太|婆婆媽媽|婦人|婦女
皇上 君王 娘子 太太|婆婆媽媽|婦人|婦女
皇上 國君 娘子 太太|婆婆媽媽|婦人|婦女
皇上 國王 娘子 太太|婆婆媽媽|婦人|婦女
皇上 王 娘子 太太|婆婆媽媽|婦人|婦女
皇上 君主 師長 人師|師|教師|老師
皇上 君王 師長 人師|師|教師|老師
皇上 國君 師長 人師|師|教師|老師
皇上 國王 師長 人師|師|教師|老師
皇上 王 師長 人師|師|教師|老師
皇上 君主 尊師 人師|師|教師|老師
皇上 君王 尊師 人師|師|教師|老師
皇上 國君 尊師 人師|師|教師|老師
皇上 國王 尊師 人師|師|教師|老師
皇上 王 尊師 人師|師|教師|老師
皇上 君主 夫人 太太|婆婆媽媽|婦人|婦女
皇上 君王 夫人 太太|婆婆媽媽|婦人|婦女
皇上 國君 夫人 太太|婆婆媽媽|婦人|婦女
皇上 國王 夫人 太太|婆婆媽媽|婦人|婦女
皇上 王 夫人 太太|婆婆媽媽|婦人|婦女
皇上 君主 老奶奶 老太太|老太婆|老婆婆|老婦|老嫗|阿婆
皇上 君王 老奶奶 老太太|老太婆|老婆婆|老婦|老嫗|阿婆
皇上 國君 老奶奶 老太太|老太婆|老婆婆|老婦|老嫗|阿婆
皇上 國王 老奶奶 老太太|老太婆|老婆婆|老婦|老嫗|阿婆
皇上 王 老奶奶 老太太|老太婆|老婆婆|老婦|老嫗|阿婆
皇上 君主 公館 住宅|住家|住屋|住所|住處|家宅|寓所|居所|居處
皇上 君王 公館 住宅|住家|住屋|住所|住處|家宅|寓所|居所|居處
皇上 國君 公館 住宅|住家|住屋|住所|住處|家宅|寓所|居所|居處
皇上 國王 公館 住宅|住家|住屋|住所|住處|家宅|寓所|居所|居處
皇上 王 公館 住宅|住家|住屋|住所|住處|家宅|寓所|居所|居處
陛下 君主 尊者 僧|僧人|僧侶|和尚|喇嘛|法師
陛下 君王 尊者 僧|僧人|僧侶|和尚|喇嘛|法師
陛下 國君 尊者 僧|僧人|僧侶|和尚|喇嘛|法師
陛下 國王 尊者 僧|僧人|僧侶|和尚|喇嘛|法師
陛下 王 尊者 僧|僧人|僧侶|和尚|喇嘛|法師
陛下 君主 道長 師公|道人|道士
陛下 君王 道長 師公|道人|道士
陛下 國君 道長 師公|道人|道士
陛下 國王 道長 師公|道人|道士
陛下 王 道長 師公|道人|道士
陛下 君主 太夫人 娘|媽|媽咪|媽媽|母|母親|老媽|阿母
陛下 君王 太夫人 娘|媽|媽咪|媽媽|母|母親|老媽|阿母
陛下 國君 太夫人 娘|媽|媽咪|媽媽|母|母親|老媽|阿母
陛下 國王 太夫人 娘|媽|媽咪|媽媽|母|母親|老媽|阿母
陛下 王 太夫人 娘|媽|媽咪|媽媽|母|母親|老媽|阿母
陛下 君主 太座 妻|妻子|愛妻|牽手|老婆
陛下 君王 太座 妻|妻子|愛妻|牽手|老婆
陛下 國君 太座 妻|妻子|愛妻|牽手|老婆
陛下 國王 太座 妻|妻子|愛妻|牽手|老婆
陛下 王 太座 妻|妻子|愛妻|牽手|老婆
陛下 君主 娘子 太太|婆婆媽媽|婦人|婦女
陛下 君王 娘子 太太|婆婆媽媽|婦人|婦女
陛下 國君 娘子 太太|婆婆媽媽|婦人|婦女
陛下 國王 娘子 太太|婆婆媽媽|婦人|婦女
陛下 王 娘子 太太|婆婆媽媽|婦人|婦女
陛下 君主 師長 人師|師|教師|老師
陛下 君王 師長 人師|師|教師|老師
陛下 國君 師長 人師|師|教師|老師
陛下 國王 師長 人師|師|教師|老師
陛下 王 師長 人師|師|教師|老師
陛下 君主 尊師 人師|師|教師|老師
